dataset_key,domain,frequency,model,model_family,horizon_type,horizon,experiment_type,n_series,mae,rmse,smape,avg_fit_time_seconds,avg_inference_time_seconds,avg_series_total_time_seconds,avg_peak_memory_mb
saugeenday,energy,daily,seasonal_naive,traditional,long,30,tuned,1,43.66666666666666,51.08802207954424,66.94829754072182,4.76837158203125e-06,0.0008909702301025,0.0009028911590576,0.1848182678222656
saugeenday,energy,daily,uni2ts,foundation,short,15,tuned,1,34.8275937906901,52.19526275058343,52.34357342347812,3.814697265625e-06,1.22108793258667,1.221100091934204,0.5579319000244141
saugeenday,energy,daily,arima,traditional,short,15,tuned,1,36.754516546928535,58.07820660201479,54.67400959198064,4.76837158203125e-06,3.120112180709839,3.120121955871582,67.42068386077881
saugeenday,energy,daily,prophet,traditional,short,15,tuned,1,37.85789850454387,59.17829351834781,57.28377842801133,0.0003960132598876,7.205108880996704,7.205511808395386,732.5983085632324
saugeenday,energy,daily,naive,traditional,short,15,tuned,1,37.8,58.87894926598696,57.28996163586682,6.198883056640625e-06,3.0040740966796875e-05,4.00543212890625e-05,0.0221481323242187
saugeenday,energy,daily,seasonal_naive,traditional,short,15,tuned,1,37.66666666666666,55.32929302518392,58.25574895807802,4.0531158447265625e-06,0.000673770904541,0.0006849765777587,0.1848297119140625
saugeenday,energy,daily,lstm,traditional,short,15,tuned,1,39.71924285888672,60.33955775798008,62.21013628580576,7.152557373046875e-06,691.2321999073029,691.2322189807892,9.868575096130373
saugeenday,energy,daily,ttm,foundation,short,15,tuned,1,39.99600366639128,61.5292294401062,62.57993890718161,4.0531158447265625e-06,1.2673699855804443,1.2673790454864502,0.8900060653686523
saugeenday,energy,daily,timesfm,foundation,short,15,tuned,1,41.75759468078613,64.7249528113124,66.84463171091849,0.0016498565673828,3.7984352111816406,3.800092935562134,0.2128934860229492
solar_weekly,energy,weekly,timesfm,foundation,long,5,tuned,137,1175.2621439467382,1299.5364807124067,24.005903768686903,1.8138955109310348e-05,0.5050703957133049,0.5050957098494481,0.2591075897216797
solar_weekly,energy,weekly,arima,traditional,long,5,tuned,137,1171.6889019590703,1301.786776816571,24.38255052140893,2.4659790261818543e-06,0.17164057362688714,0.1716499015362593,2.073312759399414
solar_weekly,energy,weekly,uni2ts,foundation,long,5,tuned,137,1485.0639201143363,1711.9357421371533,29.563227940946163,2.1666505911054403e-06,1.2494505339295325,1.2494591326609146,2.2859506607055664
solar_weekly,energy,weekly,naive,traditional,long,5,tuned,137,1729.4092700729927,1918.441091119664,32.79855874223615,8.509977020486428e-07,1.1551989256030452e-05,1.6428258297217154e-05,0.1843204498291015
solar_weekly,energy,weekly,seasonal_naive,traditional,long,5,tuned,137,1729.4092700729927,1918.441091119664,32.79855874223615,7.674641852831318e-07,1.586092649585139e-05,2.0300384855618442e-05,0.1892986297607422
solar_weekly,energy,weekly,prophet,traditional,long,5,tuned,137,2268.127131139734,2437.0076631961333,41.520814729743165,1.5972304518205406e-05,0.27599623255486033,0.27601830628666557,2.8111820220947266
solar_weekly,energy,weekly,lstm,traditional,long,5,tuned,137,4540.707505295955,4623.516471132472,199.4949353353972,3.3465615154182824e-06,1.5519949728555054,1.5520058409140929,0.3497371673583984
solar_weekly,energy,weekly,naive,traditional,short,2,tuned,137,821.1653284671532,868.3334909661341,19.817583840170226,8.196726332615762e-07,8.494314486092895e-06,1.297379932264342e-05,0.1785116195678711
solar_weekly,energy,weekly,seasonal_naive,traditional,short,2,tuned,137,821.1653284671532,868.3334909661341,19.817583840170226,7.291779900989393e-07,1.2354259073299213e-05,1.6666676876318717e-05,0.1899642944335937
solar_weekly,energy,weekly,arima,traditional,short,2,tuned,137,1157.0457627639198,1312.6630728824387,26.043871163397657,1.980440459982322e-06,0.20772437979705138,0.20773250691212003,2.384566307067871
solar_weekly,energy,weekly,timesfm,foundation,short,2,tuned,137,1251.9955400675751,1305.3391459871734,28.00832146440092,1.3673392525554574e-05,0.39381989423375924,0.39383964120906634,1.085759162902832
